title,title_translated,content,link,snippet,source,date,keywords,label,topic
Deutsche Telekom and SK Telecom target telco CX with large language model,Deutsche Telekom and SK Telecom target telco CX with large language model,"Jonathan Abrahamson, Chief Product & Digital Officer at Deutsche Telekom, explains to Inform why the company is collaborating with long-standing partner SK Telecom to develop a telco-specific large language model (LLM) for digital assistants in customer service. And why there could be potential to sell it to other telcos.

The companies' LLM partnership is the first initiative of the ""Global Telco AI Alliance"", which Deutsche Telekom, e&, Singtel and SK Telecom announced in July.

An LLM underpins generative AI (GenAI) applications. Like many large communications service providers (CSPs), Deutsche Telekom has been working on artificial intelligence (AI) for several years. But the eruption of GenAI applications marks a sea change.

“It's difficult to envisage a world where this doesn't change everything and certainly in the context of what we do as a telecommunications company,” says Abrahamson.

But despite the impressive capabilities of off-the-shelf LLMs such as OpenAI, there is a “not insignificant amount of plumbing and orchestration that you have to build around the models to make them work for our [telco] context and … use cases,” explains Abrahamson. “What became very clear for us is to get really good with this … and to use it at massive scale we need to tune the model to make it work for our use cases.”

For a start, an LLM needs to understand the specific needs of a telco’s customers, and adhere to its brand, its tone of voice, and business rules, explains Abrahamson.

Off-the-shelf LLMs “have a huge amount of parametric knowledge which they've been learning from the open internet, but they don't know telco data all that well,” explains Abrahamson, adding: “What we're doing is sending the models to summer school to learn telco.”

Once an LLM is able to operate within the parameters of one telco business, it should be able to work in any other.

“We all have the [same] concept of prepaid or postpaid or broadband or TV,"" says Abrahamson. ""This knowledge is in ChatGPT but … not to that level where it can give a perfect answer [in a telco context], and that's the sort of stuff we need to build in.""

The partners will use Anthropic (Claude 2) and Meta (LLaMa2) to co-develop a multilingual tool for use in different countries, with the aim of unveiling the first version of the telco-specific LLM in the first quarter of 2024: Telekom Deutschland’s Ask Magenta service bot, which has been used as a digital assistant since 2016, will be an initial beneficiary.

Divining customer intent

An LLM’s reasoning capabilities mean it’s very good at analyzing customer intent and searching a telco’s back-end systems for the answer, explains Abrahamson. This is one of the reasons why it's well cut-out to help with customer support.

“When a customer says 'my internet machine doesn't work' a human would know it’s the router,” says Abrahamson. Traditional chatbots, however, would not – unless somebody physically writes a branch in a decision tree that states an internet machine equals router.

Deutsche Telekom’s chatbot Ask Magenta, for example, is a legacy system based on a long decision tree, where somebody has manually programmed each branch to answer a specific question.

“For the thousands of questions that a customer might ask, there are hundreds of thousands of things that could happen, and each of those [would have to be] … manually written line by line. Large language model replaces that [decision tree] architecture, to understand the customer intent and to craft the answer,” says Abrahamson.

Deutsche Telekom is already using the LLM to augment Ask Magenta's capabilities: today, for example, the chatbot is 80% dependent on a decision tree, and 20% dependent on an LLM.

Even for a large telco, developing an industry-specific LLM is a huge undertaking, however, which is why Deutsche Telekom values its partnership with SK Telecom.

Yet it is also because building a telco-specific LLM is so resource heavy that Abrahamson sees a potential to sell it to CSPs that lack the in-house capacity to build their own - even if for now its priority is to provide the LLM to operators within its own group.

Indeed, the task is such that “if this was available from someone, then I probably wouldn't go to the effort and expense of doing it,” says Abrahamson. Nonetheless, he also sees “massive value coming [from] this … and we like the idea of owning this IP. It's so fundamental for us.”",https://inform.tmforum.org/features-and-opinion/deutsche-telekom-and-sk-telecom-target-telco-cx-with-large-language-model,"Jonathan Abrahamson, Chief Product & Digital Officer at Deutsche Telekom, 
explains why the telco is building a telco-specific large language model 
(LLM) to...",TMForum - Inform,2023年10月27日,"['telco', 'specific', 'know', 'the']",neutral,1
SK Telecom leads efforts for urban air mobility in Korea,SK Telecom leads efforts for urban air mobility in Korea,"



SK Telecom leads efforts for urban air mobility in Korea

SK Telecom, Korea’s top mobile carrier, formed a memorandum of understanding (MOU) with the city governments of Sejong, Daejeon and the Chungcheong region, which will become the test bed for the urban air mobility vehicles to operate.The regions will collaborate with the telecom company to provide administrative efforts such as attaining construction permits to build urban air mobility (UAM) infrastructures.The vehicles will be utilized in public sectors such as for medical, freight transportation and tourism purposes.SK Telecom is part of the K-UAM Grand Challenge, a UAM commercialization road map launched by the Ministry of Land, Infrastructure and Transport in February 2023. The initiative aims to deploy UAM by 2025, to reduce street traffic and in line with the global demand to popularize carbon-free vehicles.SK Telecom, Korea Airports Corporation, Hanwha Systems, T Map Mobility and U.S.-based UAM company Joby Aviation are part of the initiative.The telecom company will oversee AI-powered UAM networks and services. Korea Airports Corporation will control the traffic and manage vertiports (aircraft vertical takeoff and landing terminal). T Map Mobility will develop and operate a mobility-as-a-service (Maas) platform.In June, SK telecom invested $100 million in Joby Aviation to exclusively utilize Joby Aviation’s electric vertical takeoff and landing (eVTOL) aircraft.The aircraft will be brought into Korea for test flights next year.“UAM is receiving attention as the next form of mobility that can resolve traffic congestions and connect regions,” said SK Telecom CEO Ryu Young-sang in a statement. “SK Telecom will open the era for metropolitan UAM based on its UAM services and AI technologies.”BY LEE JAE-LIM [lee.jaelim@joongang.co.kr]",https://koreajoongangdaily.joins.com/news/2023-10-25/business/industry/SK-Telecom-leads-efforts-for-urban-air-mobility-in-Korea/1898394,"SK Telecom, Korea's top mobile carrier, formed a memorandum of 
understanding (MOU) with the city governments of Sejong, Daejeon and the 
Chungcheong region,...",Korea JoongAng Daily,2023年10月25日,"['air', 'mobility', 'urban', 'leads']",positive,1
SK Telecom and Deutsche Telekom develop LLM for telcos,SK Telecom and Deutsche Telekom develop LLM for telcos,"Joint development of a Large Language Model (LLM) specifically for telecommunications companies

Generative AI serves as a digital assistant in customer service

First result of the ""Global Telco AI Alliance""

© SK Telecom

SK Telecom (SKT) and Deutsche Telekom will jointly develop an industry-specific language model (LLM). This is specially tailored to the requirements of digital assistants in customer service. It makes it easier for telecommunications companies to deploy generative AI models efficiently and quickly.

This marks the start of the ""Global Telco AI Alliance"" of Deutsche Telekom, e&, Singtel and SK Telecom, which was announced in the summer.

“AI shows impressive potential to significantly enhance human problem-solving capabilities. To maximize its use especially in customer service, we need to adapt existing large language models and train them with our unique data. This will elevate our generative AI tools,"" says Claudia Nemat, Member of the Board of Management for Technology and Innovation at Deutsche Telekom.

SKT and Deutsche Telekom plan to collaborate with AI companies such as Anthropic (Claude 2) and Meta (LLaMa2) to co-develop a multilingual – i.e, German, English, Korean, etc. - large language model (LLM) tailored to the needs of telcos. They plan to unveil the first version of the telco-specific LLM in the first quarter of 2024.

“Through our partnership with Deutsche Telekom, we have secured a strong opportunity and momentum to gain global AI leadership and drive new growth,” said Ryu Young-sang, CEO of SKT. “By combining the strengths and capabilities of the two companies in AI technology, platform and infrastructure, we expect to empower enterprises in many different industries to deliver new and higher value to their customers.”

The two telecommunications companies have now signed a corresponding agreement (LOI) in Seoul for the joint development.

Benefits of Telco-Specific LLMs

A telco-specific LLM provides a better understanding of customer inquiries about telecom services than general models. This makes it optimally tailored for use in customer service.

A digital assistant based on such an LLM is particularly good at understanding, summarizing and answering these specific concerns.

The aim is to support telecommunications companies, e.g. in Europe, Asia and the Middle East, in setting up their own digital assistants based on generative AI. The new model is designed to enable them to develop a digital assistant that fits their environment faster and more flexibly.

Ask Magenta offers excellent customer service

One of the interfaces that will be the first to benefit from this development is Telekom Deutschland's Ask Magenta service bot. Since 2016, this has served customers as a digital assistant and as a central gateway for service requests. He can help with over 380 different concerns – from moving, new offers, questions about bills or appliances and also in the event of malfunctions. Here, for example, it automatically measures the lines and, if necessary, restarts them.

Since autumn 2023, ""Ask Magenta Voice"" has been available on the mobile phone hotline. Customers are no longer asked to present their concerns in several levels in keywords, but can speak it freely in natural language, as was already the case in the chat.

Last year, Ask Magenta conducted over four million customer dialogues. This frees up our employees time to deal with more complex issues.

The chatbot solves more than a third of the concerns immediately. In other cases, and also at the customer's request, human advisors take over and continue the dialogue almost seamlessly.

According to the annual analysis by COMPUTER BILD and Statista, ""Ask Magenta"" is once again one of the best digital assistants in the telecommunications industry in 2023. For the fourth time in a row!",https://www.telekom.com/en/media/media-information/archive/sk-telecom-and-deutsche-telekom-to-jointly-develop-llm-1051746,"SKT and Deutsche Telekom plan to collaborate with AI companies such as 
Anthropic (Claude 2) and Meta (LLaMa2) to co-develop a multilingual – i.e, 
German,...",Deutsche Telekom,2023年10月23日,"['language', 'model', 'llm', 'specifically']",neutral,1
SK Telecom partners with Mars Auto to develop 5G self-driving trucks,SK Telecom partners with Mars Auto to develop 5G self-driving trucks,"News The new memorandum of understanding (MoU) will see the pair collaborate to develop AI-powered self-driving vehicles, facilitated by the operator’s 5G mobile network This week, South Korea’s largest mobile…

This article requires you to login to view. Don't worry, it's free to register and won't take you longer than 60 seconds!",https://totaltele.com/sk-telecom-partners-with-mars-auto-to-develop-5g-self-driving-trucks/,"News The new memorandum of understanding (MoU) will see the pair 
collaborate to develop AI-powered self-driving vehicles, facilitated by the 
operator's 5G...",Total Telecom,2023年10月23日,"['develop', '5g', 'self', 'driving']",positive,1
"Deutsche Telekom and SK Telecom to develop telco-tailored AI digital 
assistant platform","Deutsche Telekom and SK Telecom to develop telco-tailored AI digital 
assistant platform","Join the TelcoTitans community and continue reading this article

By registering for a free account, you will get immediate access to the rest of this article, plus:

Enhanced access to TelcoTitans with three free article views per month

TelcoTitans Daily and Weekly newsletter briefings

“The detail is very good. Better than we get internally.” – GM, Vodafone OpCo

Want full access to TelcoTitans content? Check out our subscription options.",https://www.telcotitans.com/deutsche-telekomwatch/deutsche-telekom-and-sk-telecom-to-develop-telco-tailored-ai-digital-assistant-platform/7356.article,"Deutsche Telekom and SK Telecom to develop telco-tailored AI digital 
assistant platform ... Deutsche Telekom (DT) and SK Telecom (SKT) have 
teamed up to jointly...",TelcoTitans.com,2023年10月23日,"['develop', 'telco', 'tailored', 'digital']",neutral,1
"SK Telecom and Deutsche Telekom partner on telco-specific large language 
model","SK Telecom and Deutsche Telekom partner on telco-specific large language 
model","The LLM will be specially tailored to the requirements of digital assistants in customer service, making it easier to telecoms companies to deploy generative AI models in an efficient and accelerated manner.

This project follows the announced made this summer for the Global Telco AI Alliance, an initiative entered by Deutsche Telekom, e&, Singtel and SK Telecom. This LLM development is to be the first project.

“AI shows impressive potential to significantly enhance human problem-solving capabilities,” said Claudia Nemat, member of the board of management for technology and innovation at Deutsche Telekom.

“To maximise its use especially in customer service, we need to adapt existing large language models and train them with our unique data. This will elevate our generative AI tools.""

Together, SKT and Deutsche Telekom will collaborate with AI companies such as Anthropic (Claude 2) and Meta (LLaMa2) to co-develop a multilingual LLM tailored to the needs of telcos.

“Through our partnership with Deutsche Telekom, we have secured a strong opportunity and momentum to gain global AI leadership and drive new growth,” said Ryu Young-Sang, CEO of SKT.

“By combining the strengths and capabilities of the two companies in AI technology, platform and infrastructure, we expect to empower enterprises in many different industries to deliver new and higher value to their customers.”

Both SKT and Deutsche Telekom have now signed a letter of intent (LOI) in Seoul for the joint development and the first version of this LLM is due to go live in the first quarter of 2024.

Once operational, the telco-specific LLM will provide a better understanding of customer inquiries about telecom services than general models.

One of the interfaces that will be the first to benefit from this development is Telekom Deutschland's Ask Magenta service bot.",https://www.capacitymedia.com/article/2ccv9af8y47ox4qks5jwg/news/sk-telecom-and-deutsche-telekom-partner-on-telco-specific-large-language-model,"SK Telecom (SKT) and Deutsche Telekom have announced plans to jointly 
develop a telco-specific large language model (LLM).",Capacity Media,2023年10月23日,"['digital', 'assistants', 'llm', 'tailored']",neutral,1
SKT and DT unite to help telcos deploy GenAI models faster,SKT and DT unite to help telcos deploy GenAI models faster,"SK Telecom (SKT) and Deutsche Telekom (DT) have agreed to create a telco-specific large language model (LLM), which promises to make generative AI (GenAI) developments easier and quicker for operators.

In the first significant step for the two major telco players since forming the Global Telco AI Alliance in July (alongside e& and Singtel), the duo have signed a letter of intent to jointly develop a multilingual LLM, which will support languages such as German, English and Korean, with a view to launching the first version in the first quarter of 2024.

They will co-develop the model in partnership with companies already established in the AI domain: Anthropic (which scored a $100m investment from SKT in August) and Meta (known in this area for its Llama 2 open-source LLM, distributed by Microsoft).

As the LLM is specifically tailored to the needs of telcos, it will have “a higher understanding of telecommunication service-related areas and customer’s intentions than general LLMs”, making it suitable for customer service roles, such as at AI contact centres, explained SKT in a statement.

Ultimately, the LLM is intended to help telcos worldwide, including in Europe, Asia and the Middle East, to develop GenAI services, such as “AI agents”, flexibly and according to their respective environment.

“This will enable telcos to save both time and cost for developing large platforms, and secure new business opportunities and growth engines through AI innovation that shifts the paradigm in the traditional telecommunications industry,” the company noted.

To enable this, SKT and DT plan to develop AI platform technologies that telcos can use to create GenAI services to reduce development time and cost. AI can also be used for network monitoring and on-site operations, which is expected to deliver further efficiencies and cost savings in the mid to long term.

“AI shows impressive potential to significantly enhance human problem-solving capabilities. To maximise its use, especially in customer service, we need to adapt existing large language models and train them with our unique data. This will elevate our generative AI tools,” said Claudia Nemat, a member of the board of management for technology and innovation at DT.

Additionally, SKT’s CEO, Ryu Young-sang, believes the two companies have now gained “a strong opportunity and momentum to gain global AI leadership and drive new growth”, as they expect to “empower enterprises in many different industries to deliver new and higher value to their customers.”

In a separate statement, DT noted that a digital assistant based on a telco-specific LLM will be “particularly good at understanding, summarising and answering these specific concerns”, adding that among the first beneficiaries from the joint development with SKT will be its Ask Magenta service bot.

- Yanitsa Boyadzhieva, Deputy Editor, TelecomTV",https://www.telecomtv.com/content/digital-platforms-services/skt-and-dt-unite-to-help-telcos-deploy-genai-models-faster-48787/,"SK Telecom and Deutsche Telekom are pioneers in exploring AI 
opportunitiesThe pair recently helped establish the Global Telco AI 
AllianceNow they are to...",TelecomTV,2023年10月23日,"['telco', 'specific', 'ai', 'create']",positive,1
"SK Telecom, Deutsche Telekom to develop LLM for telcos","SK Telecom, Deutsche Telekom to develop LLM for telcos","Deutsche Telekom, SK Telecom e& and Singtel had previously formed the Global Telco AI Alliance

Korean carrier SK Telecom (SKT) and German operator Deutsche Telekom will jointly develop an industry-specific language model (LLM) as the initial step of the “Global Telco AI Alliance”, previously announced by Deutsche Telekom, e&, Singtel and SK Telecom.

The two telcos said that the new offering will be specially tailored to the requirements of digital assistants in customer service and will make easier for telecommunications companies to deploy generative AI models efficiently and quickly.

“AI shows impressive potential to significantly enhance human problem-solving capabilities. To maximize its use especially in customer service, we need to adapt existing large language models and train them with our unique data. This will elevate our generative AI tools,” said Claudia Nemat, member of the board of management for technology and innovation at Deutsche Telekom.

SKT and Deutsche Telekom plan to collaborate with AI companies such as Anthropic and Meta to co-develop a multilingual large language model (LLM) tailored to the needs of telcos. They plan to unveil the first version of the telco-specific LLM in the first quarter of 2024.

“Through our partnership with Deutsche Telekom, we have secured a strong opportunity and momentum to gain global AI leadership and drive new growth,” said Ryu Young-sang, CEO of SKT. “By combining the strengths and capabilities of the two companies in AI technology, platform and infrastructure, we expect to empower enterprises in many different industries to deliver new and higher value to their customers.”

The two telecommunications companies recently signed an agreement in Seoul for the joint development.

The partners highlighted that a telco-specific LLM provides a better understanding of customer inquiries about telecom services than general models, which makes this offering optimally tailored for use in customer service.

The aim of this new offering is to support telecommunications companies in Europe, Asia and the Middle East, in setting up their own digital assistants based on generative AI.

In July, SK Telecom, Deutsche Telekom, e& and Singtel had formed the Global Telco AI Alliance, with the main aim of creating a new customer experience through the use of AI technology.

The four members of the Global Telco AI Alliance agreed to make joint efforts to accelerate AI transformation of the existing telco business as well as develop new growth drivers through new AI-powered business models.

The four carriers said they will jointly develop the Telco AI Platform by combining their respective technologies and capabilities. The Telco AI Platform is expected to serve as the core foundation for new AI services, including those designed to improve the existing telco services, digital assistants and super apps that offer a wide range of services.

Also, in order to facilitate the cooperation, the carriers will form the Global Telco AI Alliance Joint Working Group, which will have detailed discussions on issues such as co-investment opportunities and the co-development of the Telco AI Platform to reach a definitive agreement.

The telcos also plan to support each other in operating AI services and apps in their respective markets and cooperate to build an ecosystem.",https://www.rcrwireless.com/20231023/ai-ml/sk-telecom-deutsche-telekom-develop-llm-telcos,"SKT and Deutsche Telekom plan to collaborate with AI companies such as 
Anthropic and Meta to co-develop a multilingual large language model (LLM) 
tailored to...",RCR Wireless News,2023年10月23日,"['for', 'telcos', 'deutsche']",neutral,1
Deutsche Telekom and SK Telecom partner on telco-focused LLM,Deutsche Telekom and SK Telecom partner on telco-focused LLM,"Ryan Daws is a senior editor at TechForge Media with over a decade of experience in crafting compelling narratives and making complex topics accessible. His articles and interviews with industry leaders have earned him recognition as a key influencer by organisations like Onalytica. Under his leadership, publications have been praised by analyst firms such as Forrester for their excellence and performance. Connect with him on X (@gadget_ry) or Mastodon (@gadgetry@techhub.social)

SK Telecom and Deutsche Telekom have officially inked a Letter of Intent (LOI) to collaborate on developing a specialised LLM (Large Language Model) tailored for telecommunication companies.

This momentous agreement – signed in a ceremony at SK Seorin Building, Seoul – marks the culmination of discussions initiated by the Global Telco AI Alliance, a consortium launched in July 2023 by SK Telecom, Deutsche Telekom, E&, and Singtel.

This innovative partnership aims to create a telco-specific LLM that empowers global telcos to effortlessly and rapidly construct generative AI models. With a focus on multilingual capabilities (including German, English, and Korean), this LLM is designed to enhance customer services—particularly in areas like AI-powered contact centres.

Claudia Nemat, Member of the Board of Management for Technology and Innovation at Deutsche Telekom, said:

“AI shows impressive potential to significantly enhance human problem-solving capabilities. To maximise its use, especially in customer service, we need to adapt existing large language models and train them with our unique data. This will elevate our generative AI tools.”

The collaboration also involves key AI industry players, such as Anthropic (Claude 2) and Meta (Llama2), enabling the co-development of a sophisticated LLM.

Anticipated to debut in the first quarter of 2024, the new telco-focused LLM will offer a deeper understanding of telecommunication service-related areas and customer intentions that surpass the capabilities of general LLMs.

One of the primary objectives of this collaboration is to assist telcos worldwide in developing flexible generative AI services, including AI agents. By streamlining the process of building AI-driven solutions like contact centres, telcos can save time and costs and open new avenues for business growth and innovation.

Ryu Young-sang, CEO of SK Telecom, commented:

“Through our partnership with Deutsche Telekom, we have secured a strong opportunity and momentum to gain global AI leadership and drive new growth. By combining the strengths and capabilities of the two companies in AI technology, platform, and infrastructure, we expect to empower enterprises in many different industries to deliver new and higher value to their customers.”

This collaboration signifies a proactive response to the escalating demand for AI solutions within the telco industry, promising a paradigm shift in the traditional telecommunications landscape. The announcement follows SK Telecom’s $100 million investment in Anthropic in August.

See also: UMG files landmark lawsuit against AI developer Anthropic

Want to learn more about AI and big data from industry leaders? Check out AI & Big Data Expo taking place in Amsterdam, California, and London. The comprehensive event is co-located with Digital Transformation Week.

Explore other upcoming enterprise technology events and webinars powered by TechForge here.",https://www.artificialintelligence-news.com/2023/10/23/deutsche-telekom-and-sk-telecom-partner-telco-focused-llm/,"SK Telecom and Deutsche Telekom have officially inked a Letter of Intent 
(LOI) to collaborate on developing a specialised LLM (Large Language 
Model)...",AI News,2023年10月23日,"['partner', 'telco', 'telekom', 'and']",neutral,1
"SK Telecom and Deutsche Telekom to jointly develop telco-specific LLM, 
ETCIO SEA","SK Telecom and Deutsche Telekom to jointly develop telco-specific LLM, 
ETCIO SEA","Next-Gen Technologies

3 min read

SK Telecom and Deutsche Telekom to jointly develop telco-specific LLM

The telco-specific LLM will have a higher understanding of telecommunication service-related areas and customer's intentions than general LLMs, making it suitable for customer services like AI contact centre.",https://ciosea.economictimes.indiatimes.com/news/next-gen-technologies/sk-telecom-and-deutsche-telekom-to-jointly-develop-telco-specific-llm/104638120,"SK Telecom and Deutsche Telekom to jointly develop telco-specific LLM. The 
telco-specific LLM will have a higher understanding of telecommunication 
service-...",IndiaTimes,2023年10月23日,"['telco', 'specific', 'develop', 'and']",neutral,1
Deutsche Telekom and SK Telecom Team Up to Build Customer Service LLM,Deutsche Telekom and SK Telecom Team Up to Build Customer Service LLM,"Deutsche Telekom and SK Telecom Team Up to Build Customer Service LLM

German and South Korean telecommunications giants Deutsche Telekom and SK Telecom have signed an agreement to jointly develop a telecom industry-specific large language model tailored for creating generative AI customer service applications. The two want to accelerate the creation and deployment of generative AI chatbots by telcos worldwide as a way of streamlining and enhancing the necessary problem-solving process.

Telecom LLM

SK Telecom and Deutsche Telekom see existing models as incomplete for their needs and believe they must be adapted with industry-specific data to maximize their impact on customer service. The result should provide a superior comprehension of telecom-related inquiries in customer service scenarios. By partnering with each other, both corporations hope to combine their strengths and produce a better quality LLM than they might come up with working alone.

“Through our partnership with Deutsche Telekom, we have secured a strong opportunity and momentum to gain global AI leadership and drive new growth,” SK Telecom CEO Ryu Young-sang explained in a statement. “By combining the strengths and capabilities of the two companies in AI technology, platform, and infrastructure, we expect to empower enterprises in many different industries to deliver new and higher value to their customers.”

That said, the telecom-specialized multilingual model will be co-developed with SK Telecom and Deutsche Telekom’s generative AI developer partners. That includes Meta and Anthropic, with whom SK Telecom recently announced a $100 million investment. That deal pointed to this same plan for a new multilingual LLM able to communicate in English, Korean, German, Japanese, Arabic, and Spanish. The final result might fine-tune Anthropic’s generative AI models for telecom customer service needs.

The first version of the jointly trained model tailored for telecom applications will be unveiled in the first quarter of next year. Deutsche Telekom’s Ask Magenta chatbot will be one of the first interfaces leveraging the joint model. Since 2016, Ask Magenta has fielded over 380 million customer service requests through chat. Enhancements this year added speech recognition so users can inquire naturally without keyword constraints. The AI assistant now handles over 4 million customer dialogues annually, freeing employees for complex issues. Ask Magenta already solves a third of inquiries outright, with human agents seamlessly taking over when needed, the company claims.

“AI shows impressive potential to significantly enhance human problem-solving capabilities,” Deutsche Telekom board member Claudia Nemat said. “To maximize its use especially in customer service, we need to adapt existing large language models and train them with our unique data. This will elevate our generative AI tools.”

Follow @voicebotaiFollow @erichschwartz

4",https://voicebot.ai/2023/10/23/deutsche-telekom-and-sk-telecom-team-up-to-build-customer-service-llm/,"Deutsche Telekom and SK Telecom Team Up to Build Customer Service LLM ... 
German and South Korean telecommunications giants Deutsche Telekom and SK 
Telecom have...",Voicebot.ai,2023年10月23日,"['team', 'develop', 'korean', 'telecommunications']",positive,1
SK Telecom and Deutsche Telekom to Jointly Develop Telco-specific LLM,SK Telecom and Deutsche Telekom to Jointly Develop Telco-specific LLM,"Companies sign LOI for joint development of a large language model specifically for telecommunication companies.

Telco-specific LLM will be built through collaboration with AI companies and unveiled in the first quarter of 2024.

Collaboration between the two companies is expected to strengthen their leadership in AI and lead to a thriving global AI ecosystem.

SEOUL, South Korea, Oct. 22, 2023 /PRNewswire/ -- SK Telecom (NYSE:SKM, ""SKT"") and Deutsche Telekom today announced that they signed a Letter of Intent (LOI) to jointly develop a telco-specific LLM that enables global telecommunication companies (telcos) to develop generative AI models easily and quickly.

SK Telecom and Deutsche Telekom to Jointly Develop Telco-specific LLM

The LOI signing ceremony took place at SK Seorin Building located in Seoul with the attendance of key executives from both companies including Ryu Young-sang, CEO of SKT, Chung Suk-geun, Chief AI Global Officer of SKT, Tim Höttges, CEO of Deutsche Telekom, Claudia Nemat, Board Member Technology and Innovation of Deutsche Telekome, and Jonathan Abrahamson, Chief Product and Digital Officer of Deutsche Telekom.

This marks the first fruition of discussions held by the Global Telco AI Alliance, which was launched by SKT, Deutsche Telekom, E&, and Singtel, in July 2023, and lays the foundation to enter the global market.

SKT and Deutsche Telekom plan to collaborate with AI companies such as Anthropic (Claude 2) and Meta (Llama2) to co-develop a multilingual – i.e, German, English, Korean, etc. – large language model (LLM) tailored to the needs of telcos. They plan to unveil the first version of the telco-specific LLM in the first quarter of 2024.

The telco-specific LLM will have a higher understanding of telecommunication service-related areas and customer's intentions than general LLMs, making it suitable for customer services like AI contact center.

The goal is to support telcos across the world, including Europe, Asia, and the Middle East, to develop generative AI services such as AI agents flexibly according to their respective environment.

This will enable telcos to save both time and cost for developing large platforms, and secure new business opportunities and growth engines through AI innovation that shifts the paradigm in the traditional telecommunications industry.

To this end, SKT and Deutsche Telekom plan to jointly develop AI platform technologies that telcos can use to create generative AI services to reduce both development time and cost.

For instance, when a telco tries to build an AI contact center based on generative AI, it itself will be able to build one that suits their environment more quickly and flexibly. In addition, AI can be applied to other areas such as network monitoring and on-site operations to increase efficiency, resulting in cost savings in the mid- to long-term.

Through this collaboration, the two companies will proactively respond to the recent surge in AI demand from telcos, while also promoting the expansion of the global AI ecosystem through the successful introduction of generative AI optimized for specific industries or domains.

""AI shows impressive potential to significantly enhance human problem-solving capabilities. To maximize its use especially in customer service, we need to adapt existing large language models and train them with our unique data. This will elevate our generative AI tools,"" says Claudia Nemat, Member of the Board of Management for Technology and Innovation at Deutsche Telekom.

""Through our partnership with Deutsche Telekom, we have secured a strong opportunity and momentum to gain global AI leadership and drive new growth,"" said Ryu Young-sang, CEO of SKT. ""By combining the strengths and capabilities of the two companies in AI technology, platform and infrastructure, we expect to empower enterprises in many different industries to deliver new and higher value to their customers.""

About SK Telecom

SK Telecom has been leading the growth of the mobile industry since 1984. Now, it is taking customer experience to new heights by extending beyond connectivity. By placing AI at the core of its business, SK Telecom is rapidly transforming into an AI company. It is focusing on driving innovations in areas of telecommunications, media, AI, metaverse, cloud and connected intelligence to deliver greater value for both individuals and enterprises.

For more information, please visit our LinkedIn page www.linkedin.com/company/sk-telecom.

SOURCE SK Telecom",https://www.prnewswire.com/news-releases/sk-telecom-and-deutsche-telekom-to-jointly-develop-telco-specific-llm-301963743.html,"PRNewswire/ -- SK Telecom (NYSE:SKM, ""SKT"") and Deutsche Telekom today 
announced that they signed a Letter of Intent (LOI) to jointly develop a...",PR Newswire,2023年10月22日,"['companies', 'telco', 'specific', 'loi']",neutral,1
Korean Giant SK Telecom Releases Crypto Wallet With CryptoQuant as Partner,Korean Giant SK Telecom Releases Crypto Wallet With CryptoQuant as Partner,"Users of the T wallet product will gain access to a blockchain-based application on their phones that lets them store tokens and access CryptoQuant’s on-chain analysis tools – which may help aid their market activities, Team Blackbird CEO Ki Young Joo said in a message to CoinDesk on Wednesday.",https://www.coindesk.com/business/2023/10/18/korean-giant-sk-telecom-to-release-crypto-wallet-with-cryptoquant-as-partner/,"Users of the T wallet product will gain access to a blockchain-based 
application on their phones that lets them store tokens and access 
CryptoQuant's on-chain...",CoinDesk,2023年10月18日,"['releases', 'crypto', 'wallet', 'with']",neutral,1
SK gears up for largest-ever tech conference on AI,SK gears up for largest-ever tech conference on AI,"The SK Tech Summit 2023 is scheduled to take place Nov. 16-17 at Coex in southern Seoul. (SK Telecom)

SK Group has opened registrations for its annual tech conference, the SK Tech Summit 2023, which will be held on its largest scale ever, the telecom carrier SK Telecom said on Wednesday.

Under the theme of “AI Everywhere for a Better Future,” the SK Tech Summit 2023 is scheduled to take place from Nov. 16 to 17 at Coex in southern Seoul.

A total of 17 subsidiaries under the conglomerate, including SK Telecom, will prepare sessions, exhibitions and additional activities featuring 190 technologies related to AI, augmented and virtual reality, big data, blockchain, the cloud and other ICT technologies.

This year’s topic of artificial intelligence will take up 60 percent of the sessions, allowing SK to share its vision and confidence in a future with AI.

Adding to its key global partners -- Anthropic, Amazon Web Services and Google -- the giant also invited the member companies of the K-AI Alliance -- SK Telecom-led AI Alliance -- to cultivate a comprehensive AI ecosystem.

The two-day conference will kick off with SK Telecom CEO Ryu Young-sang’s opening speech on SK’s response to the changes and opportunities brought by generative AI.

The opening ceremony will also see four keynote speakers underscoring the importance of generative AI. These speakers include Chung Suk-geun, chief AI global officer at SK Telecom; Jared Kaplan, Anthropic CSO; Slavik Dimitrovich, head of specialist solutions architecture of AI/ML at AWS; and Warren Barkley, senior director of product management at Google.

In the afternoon, Sapeon, a global AI semiconductor company that spun out from SK Telecom last year, will reveal its next-generation inference AI chip X330 for the first time.

The telecom giant will also prepare an exhibition booth for its mobile virtual assistant to showcase the applications of AI technology in our daily lives.

Entrance to the event is free. For further details on the schedule and ticketing, visit www.sktechsummit.com.",https://www.koreaherald.com/view.php?ud=20231018000664,"SK Group has opened registrations for its annual tech conference, the SK 
Tech Summit 2023, which will be held on its largest scale ever, the telecom 
carrier...",The Korea Herald,2023年10月18日,"['tech', 'conference', 'summit', 'will']",positive,1
